
Table - Node 201
          	          	Depth           
3         	05:30:00  	0.00            
3         	05:35:00  	0.00            
3         	05:40:00  	0.00            
3         	05:45:00  	0.00            
3         	05:50:00  	0.00            
3         	05:55:00  	0.00            
3         	06:00:00  	0.00            
3         	06:05:00  	0.00            
3         	06:10:00  	0.00            
3         	06:15:00  	0.00            
3         	06:20:00  	0.00            
3         	06:25:00  	0.00            
3         	06:30:00  	0.00            
3         	06:35:00  	0.00            
3         	06:40:00  	0.00            
3         	06:45:00  	0.00            
3         	06:50:00  	0.00            
3         	06:55:00  	0.00            
3         	07:00:00  	0.00            
3         	07:05:00  	0.00            
3         	07:10:00  	0.00            
3         	07:15:00  	0.00            
3         	07:20:00  	0.00            
3         	07:25:00  	0.00            
3         	07:30:00  	0.00            
3         	07:35:00  	0.00            
3         	07:40:00  	0.00            
3         	07:45:00  	0.00            
3         	07:50:00  	0.00            
3         	07:55:00  	0.00            
3         	08:00:00  	0.00            
3         	08:05:00  	0.00            
3         	08:10:00  	0.00            
3         	08:15:00  	0.00            
3         	08:20:00  	0.00            
3         	08:25:00  	0.00            
3         	08:30:00  	0.00            
3         	08:35:00  	0.00            
3         	08:40:00  	0.00            
3         	08:45:00  	0.00            
3         	08:50:00  	0.00            
3         	08:55:00  	0.00            
3         	09:00:00  	0.00            
3         	09:05:00  	0.00            
3         	09:10:00  	0.00            
3         	09:15:00  	0.00            
3         	09:20:00  	0.00            
3         	09:25:00  	0.00            
3         	09:30:00  	0.00            
3         	09:35:00  	0.00            
3         	09:40:00  	0.00            
3         	09:45:00  	0.00            
3         	09:50:00  	0.00            
3         	09:55:00  	0.00            
3         	10:00:00  	0.00            
3         	10:05:00  	0.00            
3         	10:10:00  	0.00            
3         	10:15:00  	0.00            
3         	10:20:00  	0.00            
3         	10:25:00  	0.00            
3         	10:30:00  	0.00            
3         	10:35:00  	0.00            
3         	10:40:00  	0.00            
3         	10:45:00  	0.00            
3         	10:50:00  	0.00            
3         	10:55:00  	0.00            
3         	11:00:00  	0.00            
3         	11:05:00  	0.00            
3         	11:10:00  	0.00            
3         	11:15:00  	0.00            
3         	11:20:00  	0.00            
3         	11:25:00  	0.00            
3         	11:30:00  	0.00            
3         	11:35:00  	0.00            
3         	11:40:00  	0.00            
3         	11:45:00  	0.00            
3         	11:50:00  	0.00            
3         	11:55:00  	0.00            
3         	12:00:00  	0.00            
3         	12:05:00  	0.00            
3         	12:10:00  	0.00            
3         	12:15:00  	0.00            
3         	12:20:00  	0.00            
3         	12:25:00  	0.00            
3         	12:30:00  	0.00            
3         	12:35:00  	0.00            
3         	12:40:00  	0.00            
3         	12:45:00  	0.00            
3         	12:50:00  	0.00            
3         	12:55:00  	0.00            
3         	13:00:00  	0.00            
3         	13:05:00  	0.00            
3         	13:10:00  	0.00            
3         	13:15:00  	0.00            
3         	13:20:00  	0.00            
3         	13:25:00  	0.00            
3         	13:30:00  	0.00            
3         	13:35:00  	0.00            
3         	13:40:00  	0.00            
3         	13:45:00  	0.00            
3         	13:50:00  	0.00            
3         	13:55:00  	0.00            
3         	14:00:00  	0.00            
3         	14:05:00  	0.00            
3         	14:10:00  	0.00            
3         	14:15:00  	0.00            
3         	14:20:00  	0.00            
3         	14:25:00  	0.00            
3         	14:30:00  	0.00            
3         	14:35:00  	0.00            
3         	14:40:00  	0.00            
3         	14:45:00  	0.00            
3         	14:50:00  	0.00            
3         	14:55:00  	0.00            
3         	15:00:00  	0.00            
3         	15:05:00  	0.00            
3         	15:10:00  	0.00            
3         	15:15:00  	0.00            
3         	15:20:00  	0.00            
3         	15:25:00  	0.00            
3         	15:30:00  	0.00            
3         	15:35:00  	0.00            
3         	15:40:00  	0.00            
3         	15:45:00  	0.00            
3         	15:50:00  	0.00            
3         	15:55:00  	0.00            
3         	16:00:00  	0.00            
3         	16:05:00  	0.00            
3         	16:10:00  	0.00            
3         	16:15:00  	0.00            
3         	16:20:00  	0.00            
3         	16:25:00  	0.00            
3         	16:30:00  	0.00            
3         	16:35:00  	0.00            
3         	16:40:00  	0.00            
3         	16:45:00  	0.00            
3         	16:50:00  	0.00            
3         	16:55:00  	0.00            
3         	17:00:00  	0.00            
3         	17:05:00  	0.00            
3         	17:10:00  	0.00            
3         	17:15:00  	0.00            
3         	17:20:00  	0.00            
3         	17:25:00  	0.00            
3         	17:30:00  	0.01            
3         	17:35:00  	0.06            
3         	17:40:00  	0.12            
3         	17:45:00  	0.18            
3         	17:50:00  	0.24            
3         	17:55:00  	0.32            
3         	18:00:00  	0.41            
3         	18:05:00  	0.57            
3         	18:10:00  	1.18            
3         	18:15:00  	2.45            
3         	18:20:00  	2.72            
3         	18:25:00  	2.91            
3         	18:30:00  	3.08            
3         	18:35:00  	3.24            
3         	18:40:00  	3.39            
3         	18:45:00  	3.53            
3         	18:50:00  	3.66            
3         	18:55:00  	3.78            
3         	19:00:00  	3.89            
3         	19:05:00  	3.97            
3         	19:10:00  	4.04            
3         	19:15:00  	4.09            
3         	19:20:00  	4.12            
3         	19:25:00  	4.12            
3         	19:30:00  	4.11            
3         	19:35:00  	4.10            
3         	19:40:00  	4.09            
3         	19:45:00  	4.08            
3         	19:50:00  	4.07            
3         	19:55:00  	4.06            
3         	20:00:00  	4.05            
3         	20:05:00  	4.04            
3         	20:10:00  	4.04            
3         	20:15:00  	4.03            
3         	20:20:00  	4.02            
3         	20:25:00  	4.01            
3         	20:30:00  	4.01            
3         	20:35:00  	4.01            
3         	20:40:00  	4.01            
3         	20:45:00  	4.01            
3         	20:50:00  	4.01            
3         	20:55:00  	4.01            
3         	21:00:00  	4.01            
3         	21:05:00  	4.01            
3         	21:10:00  	4.00            
3         	21:15:00  	3.99            
3         	21:20:00  	3.99            
3         	21:25:00  	3.98            
3         	21:30:00  	3.98            
3         	21:35:00  	3.98            
3         	21:40:00  	3.97            
3         	21:45:00  	3.97            
3         	21:50:00  	3.97            
3         	21:55:00  	3.97            
3         	22:00:00  	3.97            
3         	22:05:00  	3.97            
3         	22:10:00  	3.96            
3         	22:15:00  	3.95            
3         	22:20:00  	3.94            
3         	22:25:00  	3.94            
3         	22:30:00  	3.93            
3         	22:35:00  	3.93            
3         	22:40:00  	3.92            
3         	22:45:00  	3.91            
3         	22:50:00  	3.89            
3         	22:55:00  	3.88            
3         	23:00:00  	3.86            
3         	23:05:00  	3.84            
3         	23:10:00  	3.83            
3         	23:15:00  	3.81            
3         	23:20:00  	3.80            
3         	23:25:00  	3.78            
3         	23:30:00  	3.77            
3         	23:35:00  	3.76            
3         	23:40:00  	3.75            
3         	23:45:00  	3.74            
3         	23:50:00  	3.73            
3         	23:55:00  	3.72            
4         	00:00:00  	3.72            
4         	00:05:00  	3.72            
4         	00:10:00  	3.72            
4         	00:15:00  	3.73            
4         	00:20:00  	3.73            
4         	00:25:00  	3.74            
4         	00:30:00  	3.78            
4         	00:35:00  	3.86            
4         	00:40:00  	3.95            
4         	00:45:00  	4.05            
4         	00:50:00  	4.13            
4         	00:55:00  	4.19            
4         	01:00:00  	4.24            
4         	01:05:00  	4.27            
4         	01:10:00  	4.27            
4         	01:15:00  	4.25            
4         	01:20:00  	4.23            
4         	01:25:00  	4.21            
4         	01:30:00  	4.19            
4         	01:35:00  	4.17            
4         	01:40:00  	4.15            
4         	01:45:00  	4.12            
4         	01:50:00  	4.10            
4         	01:55:00  	4.08            
4         	02:00:00  	4.06            
4         	02:05:00  	4.04            
4         	02:10:00  	4.01            
4         	02:15:00  	3.99            
4         	02:20:00  	3.97            
4         	02:25:00  	3.95            
4         	02:30:00  	3.94            
4         	02:35:00  	3.92            
4         	02:40:00  	3.90            
4         	02:45:00  	3.89            
4         	02:50:00  	3.87            
4         	02:55:00  	3.86            
4         	03:00:00  	3.84            
4         	03:05:00  	3.83            
4         	03:10:00  	3.81            
4         	03:15:00  	3.80            
4         	03:20:00  	3.79            
4         	03:25:00  	3.77            
4         	03:30:00  	3.76            
4         	03:35:00  	3.75            
4         	03:40:00  	3.75            
4         	03:45:00  	3.75            
4         	03:50:00  	3.75            
4         	03:55:00  	3.75            
4         	04:00:00  	3.75            
4         	04:05:00  	3.74            
4         	04:10:00  	3.74            
4         	04:15:00  	3.74            
4         	04:20:00  	3.75            
4         	04:25:00  	3.75            
4         	04:30:00  	3.74            
4         	04:35:00  	3.73            
4         	04:40:00  	3.73            
4         	04:45:00  	3.72            
4         	04:50:00  	3.71            
4         	04:55:00  	3.70            
4         	05:00:00  	3.69            
4         	05:05:00  	3.69            
4         	05:10:00  	3.68            
4         	05:15:00  	3.67            
4         	05:20:00  	3.66            
4         	05:25:00  	3.65            
4         	05:30:00  	3.64            
4         	05:35:00  	3.64            
4         	05:40:00  	3.63            
4         	05:45:00  	3.63            
4         	05:50:00  	3.62            
4         	05:55:00  	3.62            
4         	06:00:00  	3.62            
4         	06:05:00  	3.62            
4         	06:10:00  	3.61            
4         	06:15:00  	3.61            
4         	06:20:00  	3.61            
4         	06:25:00  	3.61            
4         	06:30:00  	3.61            
4         	06:35:00  	3.63            
4         	06:40:00  	3.66            
4         	06:45:00  	3.70            
4         	06:50:00  	3.73            
4         	06:55:00  	3.76            
4         	07:00:00  	3.78            
4         	07:05:00  	3.81            
4         	07:10:00  	3.85            
4         	07:15:00  	3.88            
4         	07:20:00  	3.91            
4         	07:25:00  	3.94            
4         	07:30:00  	3.97            
4         	07:35:00  	4.01            
4         	07:40:00  	4.06            
4         	07:45:00  	4.10            
4         	07:50:00  	4.14            
4         	07:55:00  	4.16            
4         	08:00:00  	4.17            
4         	08:05:00  	4.15            
4         	08:10:00  	4.14            
4         	08:15:00  	4.12            
4         	08:20:00  	4.11            
4         	08:25:00  	4.10            
4         	08:30:00  	4.08            
4         	08:35:00  	4.07            
4         	08:40:00  	4.06            
4         	08:45:00  	4.05            
4         	08:50:00  	4.04            
4         	08:55:00  	4.03            
4         	09:00:00  	4.01            
4         	09:05:00  	3.99            
4         	09:10:00  	3.98            
4         	09:15:00  	3.96            
4         	09:20:00  	3.95            
4         	09:25:00  	3.93            
4         	09:30:00  	3.91            
4         	09:35:00  	3.90            
4         	09:40:00  	3.90            
4         	09:45:00  	3.89            
4         	09:50:00  	3.88            
4         	09:55:00  	3.86            
4         	10:00:00  	3.85            
4         	10:05:00  	3.83            
4         	10:10:00  	3.82            
4         	10:15:00  	3.81            
4         	10:20:00  	3.79            
4         	10:25:00  	3.78            
4         	10:30:00  	3.76            
4         	10:35:00  	3.75            
4         	10:40:00  	3.74            
4         	10:45:00  	3.73            
4         	10:50:00  	3.72            
4         	10:55:00  	3.71            
4         	11:00:00  	3.70            
4         	11:05:00  	3.70            
4         	11:10:00  	3.69            
4         	11:15:00  	3.68            
4         	11:20:00  	3.67            
4         	11:25:00  	3.66            
4         	11:30:00  	3.65            
4         	11:35:00  	3.65            
4         	11:40:00  	3.64            
4         	11:45:00  	3.63            
4         	11:50:00  	3.62            
4         	11:55:00  	3.62            
4         	12:00:00  	3.61            
4         	12:05:00  	3.60            
4         	12:10:00  	3.59            
4         	12:15:00  	3.59            
4         	12:20:00  	3.58            
4         	12:25:00  	3.58            
4         	12:30:00  	3.57            
4         	12:35:00  	3.56            
4         	12:40:00  	3.56            
4         	12:45:00  	3.55            
4         	12:50:00  	3.55            
4         	12:55:00  	3.54            
4         	13:00:00  	3.53            
4         	13:05:00  	3.53            
4         	13:10:00  	3.52            
4         	13:15:00  	3.52            
4         	13:20:00  	3.51            
4         	13:25:00  	3.51            
4         	13:30:00  	3.50            
4         	13:35:00  	3.50            
4         	13:40:00  	3.49            
4         	13:45:00  	3.49            
4         	13:50:00  	3.48            
4         	13:55:00  	3.48            
4         	14:00:00  	3.47            
4         	14:05:00  	3.47            
4         	14:10:00  	3.47            
4         	14:15:00  	3.46            
4         	14:20:00  	3.46            
4         	14:25:00  	3.45            
4         	14:30:00  	3.45            
4         	14:35:00  	3.44            
4         	14:40:00  	3.44            
4         	14:45:00  	3.44            
4         	14:50:00  	3.43            
4         	14:55:00  	3.43            
4         	15:00:00  	3.42            
4         	15:05:00  	3.42            
4         	15:10:00  	3.42            
4         	15:15:00  	3.41            
4         	15:20:00  	3.41            
4         	15:25:00  	3.40            
4         	15:30:00  	3.40            
4         	15:35:00  	3.40            
4         	15:40:00  	3.39            
4         	15:45:00  	3.39            
4         	15:50:00  	3.38            
4         	15:55:00  	3.38            
4         	16:00:00  	3.38            
4         	16:05:00  	3.37            
4         	16:10:00  	3.37            
4         	16:15:00  	3.37            
4         	16:20:00  	3.36            
4         	16:25:00  	3.36            
4         	16:30:00  	3.36            
4         	16:35:00  	3.35            
4         	16:40:00  	3.35            
4         	16:45:00  	3.34            
4         	16:50:00  	3.34            
4         	16:55:00  	3.34            
4         	17:00:00  	3.33            
4         	17:05:00  	3.33            
4         	17:10:00  	3.33            
4         	17:15:00  	3.32            
4         	17:20:00  	3.32            
4         	17:25:00  	3.31            
4         	17:30:00  	3.31            
4         	17:35:00  	3.30            
4         	17:40:00  	3.30            
4         	17:45:00  	3.29            
4         	17:50:00  	3.29            
4         	17:55:00  	3.28            
4         	18:00:00  	3.28            
4         	18:05:00  	3.27            
4         	18:10:00  	3.27            
4         	18:15:00  	3.26            
4         	18:20:00  	3.25            
4         	18:25:00  	3.25            
4         	18:30:00  	3.24            
4         	18:35:00  	3.24            
4         	18:40:00  	3.23            
4         	18:45:00  	3.24            
4         	18:50:00  	3.27            
4         	18:55:00  	3.31            
4         	19:00:00  	3.37            
4         	19:05:00  	3.43            
4         	19:10:00  	3.48            
4         	19:15:00  	3.53            
4         	19:20:00  	3.56            
4         	19:25:00  	3.59            
4         	19:30:00  	3.61            
4         	19:35:00  	3.61            
4         	19:40:00  	3.62            
4         	19:45:00  	3.62            
4         	19:50:00  	3.61            
4         	19:55:00  	3.61            
4         	20:00:00  	3.60            
4         	20:05:00  	3.59            
4         	20:10:00  	3.59            
4         	20:15:00  	3.58            
4         	20:20:00  	3.57            
4         	20:25:00  	3.57            
4         	20:30:00  	3.56            
4         	20:35:00  	3.55            
4         	20:40:00  	3.55            
4         	20:45:00  	3.54            
4         	20:50:00  	3.54            
4         	20:55:00  	3.53            
4         	21:00:00  	3.52            
4         	21:05:00  	3.52            
4         	21:10:00  	3.51            
4         	21:15:00  	3.51            
4         	21:20:00  	3.50            
4         	21:25:00  	3.50            
4         	21:30:00  	3.49            
4         	21:35:00  	3.49            
4         	21:40:00  	3.48            
4         	21:45:00  	3.48            
4         	21:50:00  	3.47            
4         	21:55:00  	3.47            
4         	22:00:00  	3.47            
4         	22:05:00  	3.46            
4         	22:10:00  	3.46            
4         	22:15:00  	3.45            
4         	22:20:00  	3.45            
4         	22:25:00  	3.45            
4         	22:30:00  	3.44            
4         	22:35:00  	3.44            
4         	22:40:00  	3.43            
4         	22:45:00  	3.43            
4         	22:50:00  	3.43            
4         	22:55:00  	3.42            
4         	23:00:00  	3.42            
4         	23:05:00  	3.41            
4         	23:10:00  	3.41            
4         	23:15:00  	3.41            
4         	23:20:00  	3.40            
4         	23:25:00  	3.40            
4         	23:30:00  	3.40            
4         	23:35:00  	3.39            
4         	23:40:00  	3.39            
4         	23:45:00  	3.39            
4         	23:50:00  	3.38            
4         	23:55:00  	3.38            
5         	00:00:00  	3.37            
5         	00:05:00  	3.37            
5         	00:10:00  	3.37            
5         	00:15:00  	3.36            
5         	00:20:00  	3.36            
5         	00:25:00  	3.36            
5         	00:30:00  	3.36            
5         	00:35:00  	3.35            
5         	00:40:00  	3.35            
5         	00:45:00  	3.35            
5         	00:50:00  	3.34            
5         	00:55:00  	3.34            
5         	01:00:00  	3.34            
5         	01:05:00  	3.33            
5         	01:10:00  	3.33            
5         	01:15:00  	3.33            
5         	01:20:00  	3.32            
5         	01:25:00  	3.32            
5         	01:30:00  	3.32            
5         	01:35:00  	3.31            
5         	01:40:00  	3.31            
5         	01:45:00  	3.30            
5         	01:50:00  	3.30            
5         	01:55:00  	3.30            
5         	02:00:00  	3.30            
5         	02:05:00  	3.30            
5         	02:10:00  	3.30            
5         	02:15:00  	3.30            
5         	02:20:00  	3.30            
5         	02:25:00  	3.30            
5         	02:30:00  	3.30            
5         	02:35:00  	3.30            
5         	02:40:00  	3.29            
5         	02:45:00  	3.29            
5         	02:50:00  	3.28            
5         	02:55:00  	3.28            
5         	03:00:00  	3.28            
5         	03:05:00  	3.27            
5         	03:10:00  	3.27            
5         	03:15:00  	3.26            
5         	03:20:00  	3.26            
5         	03:25:00  	3.25            
5         	03:30:00  	3.25            
5         	03:35:00  	3.24            
5         	03:40:00  	3.24            
5         	03:45:00  	3.23            
5         	03:50:00  	3.23            
5         	03:55:00  	3.22            
5         	04:00:00  	3.22            
5         	04:05:00  	3.21            
5         	04:10:00  	3.21            
5         	04:15:00  	3.20            
5         	04:20:00  	3.20            
5         	04:25:00  	3.19            
5         	04:30:00  	3.18            
5         	04:35:00  	3.18            
5         	04:40:00  	3.17            
5         	04:45:00  	3.17            
5         	04:50:00  	3.16            
5         	04:55:00  	3.16            
5         	05:00:00  	3.15            
5         	05:05:00  	3.14            
5         	05:10:00  	3.14            
5         	05:15:00  	3.13            
5         	05:20:00  	3.12            
5         	05:25:00  	3.11            
5         	05:30:00  	3.11            
5         	05:35:00  	3.10            
5         	05:40:00  	3.09            
5         	05:45:00  	3.08            
5         	05:50:00  	3.07            
5         	05:55:00  	3.06            
5         	06:00:00  	3.05            
5         	06:05:00  	3.03            
5         	06:10:00  	3.02            
5         	06:15:00  	3.01            
5         	06:20:00  	3.00            
5         	06:25:00  	2.99            
5         	06:30:00  	2.97            
5         	06:35:00  	2.96            
5         	06:40:00  	2.94            
5         	06:45:00  	2.93            
5         	06:50:00  	2.91            
5         	06:55:00  	2.89            
5         	07:00:00  	2.88            
5         	07:05:00  	2.86            
5         	07:10:00  	2.84            
5         	07:15:00  	2.82            
5         	07:20:00  	2.80            
5         	07:25:00  	2.77            
5         	07:30:00  	2.75            
5         	07:35:00  	2.72            
5         	07:40:00  	2.69            
5         	07:45:00  	2.66            
5         	07:50:00  	2.63            
5         	07:55:00  	2.59            
5         	08:00:00  	2.54            
5         	08:05:00  	2.48            
5         	08:10:00  	2.36            
5         	08:15:00  	2.12            
5         	08:20:00  	1.95            
5         	08:25:00  	1.81            
5         	08:30:00  	1.69            
5         	08:35:00  	1.60            
5         	08:40:00  	1.53            
5         	08:45:00  	1.46            
5         	08:50:00  	1.40            
5         	08:55:00  	1.35            
5         	09:00:00  	1.30            
5         	09:05:00  	1.26            
5         	09:10:00  	1.22            
5         	09:15:00  	1.18            
5         	09:20:00  	1.14            
5         	09:25:00  	1.11            
5         	09:30:00  	1.09            
5         	09:35:00  	1.06            
5         	09:40:00  	1.04            
5         	09:45:00  	1.02            
5         	09:50:00  	1.00            
5         	09:55:00  	0.98            
5         	10:00:00  	0.97            
5         	10:05:00  	0.95            
5         	10:10:00  	0.93            
5         	10:15:00  	0.92            
5         	10:20:00  	0.90            
5         	10:25:00  	0.89            
5         	10:30:00  	0.87            
5         	10:35:00  	0.86            
5         	10:40:00  	0.85            
5         	10:45:00  	0.83            
5         	10:50:00  	0.82            
5         	10:55:00  	0.81            
5         	11:00:00  	0.81            
5         	11:05:00  	0.80            
5         	11:10:00  	0.80            
5         	11:15:00  	0.79            
5         	11:20:00  	0.78            
5         	11:25:00  	0.78            
5         	11:30:00  	0.78            
5         	11:35:00  	0.77            
5         	11:40:00  	0.77            
5         	11:45:00  	0.77            
5         	11:50:00  	0.76            
5         	11:55:00  	0.76            
5         	12:00:00  	0.75            
5         	12:05:00  	0.75            
5         	12:10:00  	0.75            
5         	12:15:00  	0.74            
5         	12:20:00  	0.74            
5         	12:25:00  	0.74            
5         	12:30:00  	0.73            
5         	12:35:00  	0.73            
5         	12:40:00  	0.72            
5         	12:45:00  	0.72            
5         	12:50:00  	0.72            
5         	12:55:00  	0.71            
5         	13:00:00  	0.71            
5         	13:05:00  	0.71            
5         	13:10:00  	0.70            
5         	13:15:00  	0.70            
5         	13:20:00  	0.70            
5         	13:25:00  	0.69            
5         	13:30:00  	0.69            
5         	13:35:00  	0.69            
5         	13:40:00  	0.68            
5         	13:45:00  	0.68            
5         	13:50:00  	0.68            
5         	13:55:00  	0.67            
5         	14:00:00  	0.67            
5         	14:05:00  	0.67            
5         	14:10:00  	0.67            
5         	14:15:00  	0.66            
5         	14:20:00  	0.66            
5         	14:25:00  	0.66            
5         	14:30:00  	0.65            
5         	14:35:00  	0.65            
5         	14:40:00  	0.65            
5         	14:45:00  	0.65            
5         	14:50:00  	0.64            
5         	14:55:00  	0.64            
5         	15:00:00  	0.64            
5         	15:05:00  	0.64            
5         	15:10:00  	0.63            
5         	15:15:00  	0.63            
5         	15:20:00  	0.63            
5         	15:25:00  	0.63            
5         	15:30:00  	0.62            
5         	15:35:00  	0.62            
5         	15:40:00  	0.62            
5         	15:45:00  	0.62            
5         	15:50:00  	0.61            
5         	15:55:00  	0.61            
5         	16:00:00  	0.61            
5         	16:05:00  	0.61            
5         	16:10:00  	0.60            
5         	16:15:00  	0.60            
5         	16:20:00  	0.60            
5         	16:25:00  	0.60            
5         	16:30:00  	0.59            
5         	16:35:00  	0.59            
5         	16:40:00  	0.59            
5         	16:45:00  	0.59            
5         	16:50:00  	0.58            
5         	16:55:00  	0.58            
5         	17:00:00  	0.58            
5         	17:05:00  	0.58            
5         	17:10:00  	0.58            
5         	17:15:00  	0.57            
5         	17:20:00  	0.57            
5         	17:25:00  	0.57            
5         	17:30:00  	0.57            
5         	17:35:00  	0.57            
5         	17:40:00  	0.56            
5         	17:45:00  	0.56            
5         	17:50:00  	0.56            
5         	17:55:00  	0.56            
5         	18:00:00  	0.56            
5         	18:05:00  	0.55            
5         	18:10:00  	0.55            
5         	18:15:00  	0.55            
5         	18:20:00  	0.55            
5         	18:25:00  	0.55            
5         	18:30:00  	0.54            
5         	18:35:00  	0.54            
5         	18:40:00  	0.54            
5         	18:45:00  	0.54            
5         	18:50:00  	0.54            
5         	18:55:00  	0.53            
5         	19:00:00  	0.53            
5         	19:05:00  	0.53            
5         	19:10:00  	0.53            
5         	19:15:00  	0.53            
5         	19:20:00  	0.53            
5         	19:25:00  	0.52            
5         	19:30:00  	0.52            
5         	19:35:00  	0.52            
5         	19:40:00  	0.52            
5         	19:45:00  	0.52            
5         	19:50:00  	0.52            
5         	19:55:00  	0.51            
5         	20:00:00  	0.51            
5         	20:05:00  	0.51            
5         	20:10:00  	0.51            
5         	20:15:00  	0.51            
5         	20:20:00  	0.51            
5         	20:25:00  	0.50            
5         	20:30:00  	0.50            
5         	20:35:00  	0.50            
5         	20:40:00  	0.50            
5         	20:45:00  	0.50            
5         	20:50:00  	0.50            
5         	20:55:00  	0.49            
5         	21:00:00  	0.49            
5         	21:05:00  	0.49            
5         	21:10:00  	0.49            
5         	21:15:00  	0.49            
5         	21:20:00  	0.49            
5         	21:25:00  	0.48            
5         	21:30:00  	0.48            
5         	21:35:00  	0.48            
5         	21:40:00  	0.48            
5         	21:45:00  	0.48            
5         	21:50:00  	0.48            
5         	21:55:00  	0.48            
5         	22:00:00  	0.48            
5         	22:05:00  	0.47            
5         	22:10:00  	0.47            
5         	22:15:00  	0.47            
5         	22:20:00  	0.47            
5         	22:25:00  	0.47            
5         	22:30:00  	0.47            
5         	22:35:00  	0.47            
5         	22:40:00  	0.46            
5         	22:45:00  	0.46            
5         	22:50:00  	0.46            
5         	22:55:00  	0.46            
5         	23:00:00  	0.46            
5         	23:05:00  	0.46            
5         	23:10:00  	0.46            
5         	23:15:00  	0.45            
5         	23:20:00  	0.45            
5         	23:25:00  	0.45            
5         	23:30:00  	0.45            
5         	23:35:00  	0.45            
5         	23:40:00  	0.45            
5         	23:45:00  	0.45            
5         	23:50:00  	0.45            
5         	23:55:00  	0.44            
6         	00:00:00  	0.44            
6         	00:05:00  	0.44            
6         	00:10:00  	0.44            
6         	00:15:00  	0.44            
6         	00:20:00  	0.44            
6         	00:25:00  	0.44            
6         	00:30:00  	0.44            
6         	00:35:00  	0.43            
6         	00:40:00  	0.43            
6         	00:45:00  	0.43            
6         	00:50:00  	0.43            
6         	00:55:00  	0.43            
6         	01:00:00  	0.43            
6         	01:05:00  	0.43            
6         	01:10:00  	0.43            
6         	01:15:00  	0.43            
6         	01:20:00  	0.42            
6         	01:25:00  	0.42            
6         	01:30:00  	0.42            
6         	01:35:00  	0.42            
6         	01:40:00  	0.42            
6         	01:45:00  	0.42            
6         	01:50:00  	0.42            
6         	01:55:00  	0.42            
6         	02:00:00  	0.42            
6         	02:05:00  	0.41            
6         	02:10:00  	0.41            
6         	02:15:00  	0.41            
6         	02:20:00  	0.41            
6         	02:25:00  	0.41            
6         	02:30:00  	0.41            
6         	02:35:00  	0.41            
6         	02:40:00  	0.41            
6         	02:45:00  	0.41            
6         	02:50:00  	0.41            
6         	02:55:00  	0.40            
6         	03:00:00  	0.40            
6         	03:05:00  	0.40            
6         	03:10:00  	0.40            
6         	03:15:00  	0.40            
6         	03:20:00  	0.40            
6         	03:25:00  	0.40            
6         	03:30:00  	0.40            
6         	03:35:00  	0.40            
6         	03:40:00  	0.40            
6         	03:45:00  	0.39            
6         	03:50:00  	0.39            
6         	03:55:00  	0.39            
6         	04:00:00  	0.39            
6         	04:05:00  	0.39            
6         	04:10:00  	0.39            
6         	04:15:00  	0.39            
6         	04:20:00  	0.39            
6         	04:25:00  	0.38            
6         	04:30:00  	0.38            
6         	04:35:00  	0.38            
6         	04:40:00  	0.38            
6         	04:45:00  	0.38            
6         	04:50:00  	0.38            
6         	04:55:00  	0.38            
6         	05:00:00  	0.38            
6         	05:05:00  	0.38            
6         	05:10:00  	0.38            
6         	05:15:00  	0.38            
6         	05:20:00  	0.38            
6         	05:25:00  	0.38            
6         	05:30:00  	0.37            
6         	05:35:00  	0.37            
6         	05:40:00  	0.37            
6         	05:45:00  	0.37            
6         	05:50:00  	0.37            
6         	05:55:00  	0.37            
6         	06:00:00  	0.37            
6         	06:05:00  	0.37            
6         	06:10:00  	0.37            
6         	06:15:00  	0.37            
6         	06:20:00  	0.37            
6         	06:25:00  	0.37            
6         	06:30:00  	0.36            
6         	06:35:00  	0.36            
6         	06:40:00  	0.36            
6         	06:45:00  	0.36            
6         	06:50:00  	0.36            
6         	06:55:00  	0.36            
6         	07:00:00  	0.36            
6         	07:05:00  	0.36            
6         	07:10:00  	0.36            
6         	07:15:00  	0.36            
6         	07:20:00  	0.36            
6         	07:25:00  	0.36            
6         	07:30:00  	0.35            
6         	07:35:00  	0.35            
6         	07:40:00  	0.35            
6         	07:45:00  	0.35            
6         	07:50:00  	0.35            
6         	07:55:00  	0.35            
6         	08:00:00  	0.35            
6         	08:05:00  	0.35            
6         	08:10:00  	0.35            
6         	08:15:00  	0.35            
6         	08:20:00  	0.35            
6         	08:25:00  	0.35            
6         	08:30:00  	0.35            
6         	08:35:00  	0.34            
6         	08:40:00  	0.34            
6         	08:45:00  	0.34            
6         	08:50:00  	0.34            
6         	08:55:00  	0.34            
6         	09:00:00  	0.34            
6         	09:05:00  	0.34            
6         	09:10:00  	0.34            
6         	09:15:00  	0.34            
6         	09:20:00  	0.34            
6         	09:25:00  	0.34            
6         	09:30:00  	0.34            
6         	09:35:00  	0.34            
6         	09:40:00  	0.34            
6         	09:45:00  	0.33            
6         	09:50:00  	0.33            
6         	09:55:00  	0.33            
6         	10:00:00  	0.33            
6         	10:05:00  	0.33            
6         	10:10:00  	0.33            
6         	10:15:00  	0.33            
6         	10:20:00  	0.33            
6         	10:25:00  	0.33            
6         	10:30:00  	0.33            
6         	10:35:00  	0.33            
6         	10:40:00  	0.33            
6         	10:45:00  	0.33            
6         	10:50:00  	0.33            
6         	10:55:00  	0.33            
6         	11:00:00  	0.32            
6         	11:05:00  	0.32            
